
Predictions were generated on 24-Oct-2019 at 16:50:56 using OpenFAST, compiled as a 64-bit application using single precision at commit v2.1.0-184-g4231be2e-dirty
 linked with  NWTC Subroutine Library; ElastoDyn; SubDyn

Description from the FAST input file: MonopileOnly

Time      	TwrBsFxt  	TwrBsFyt  	TwrBsFzt  	TwrBsMxt  	TwrBsMyt  	TwrBsMzt  	PtfmSurge 	PtfmSway  	PtfmHeave 	PtfmRoll  	PtfmPitch 	PtfmYaw   	M1N1FKXe  	M1N1FKYe  	M1N1FKZe  	M1N1MKXe  	M1N1MKYe  	M1N1MKZe  	M2N1FKXe  	M2N1FKYe  	M2N1FKZe  	M2N1MKXe  	M2N1MKYe  	M2N1MKZe  	-ReactFXss	-ReactFYss	-ReactFZss	-ReactMXss	-ReactMYss	-ReactMZss
(s)       	(kN)      	(kN)      	(kN)      	(kN-m)    	(kN-m)    	(kN-m)    	(m)       	(m)       	(m)       	(deg)     	(deg)     	(deg)     	(N)       	(N)       	(N)       	(N*m)     	(N*m)     	(N*m)     	(N)       	(N)       	(N)       	(N*m)     	(N*m)     	(N*m)     	(N)       	(N)       	(N)       	(Nm)      	(Nm)      	(Nm)      
    2.7400	-4.004E-08	-0.000E+00	-1.053E-07	 0.000E+00	-3.833E-08	 0.000E+00	-1.415E-01	 0.000E+00	-1.797E-03	 0.000E+00	-1.116E-01	 0.000E+00	-1.300E+06	-0.000E+00	-4.451E+06	-0.000E+00	-9.255E+07	-0.000E+00	-9.577E+05	-0.000E+00	-4.451E+06	-0.000E+00	-3.223E+07	-0.000E+00	-1.300E+06	-0.000E+00	-4.451E+06	-0.000E+00	 3.747E+07	-0.000E+00
    2.7500	-5.469E-08	-0.000E+00	-1.060E-07	 0.000E+00	-4.687E-08	 0.000E+00	-1.923E-01	 0.000E+00	-1.806E-03	 0.000E+00	-1.518E-01	 0.000E+00	-1.796E+06	-0.000E+00	-4.472E+06	-0.000E+00	-1.264E+08	-0.000E+00	-1.300E+06	-0.000E+00	-4.472E+06	-0.000E+00	-4.344E+07	-0.000E+00	-1.796E+06	-0.000E+00	-4.472E+06	-0.000E+00	 5.317E+07	-0.000E+00
    2.7600	-6.925E-08	-0.000E+00	-1.029E-07	 0.000E+00	-5.482E-08	 0.000E+00	-2.426E-01	 0.000E+00	-1.771E-03	 0.000E+00	-1.915E-01	 0.000E+00	-2.287E+06	-0.000E+00	-4.390E+06	-0.000E+00	-1.599E+08	-0.000E+00	-1.635E+06	-0.000E+00	-4.390E+06	-0.000E+00	-5.453E+07	-0.000E+00	-2.287E+06	-0.000E+00	-4.390E+06	-0.000E+00	 6.874E+07	-0.000E+00
    2.7700	-8.361E-08	-0.000E+00	-9.853E-08	 0.000E+00	-6.244E-08	 0.000E+00	-2.923E-01	 0.000E+00	-1.722E-03	 0.000E+00	-2.307E-01	 0.000E+00	-2.772E+06	-0.000E+00	-4.273E+06	-0.000E+00	-1.930E+08	-0.000E+00	-1.968E+06	-0.000E+00	-4.273E+06	-0.000E+00	-6.547E+07	-0.000E+00	-2.772E+06	-0.000E+00	-4.273E+06	-0.000E+00	 8.413E+07	-0.000E+00
    2.7800	-9.762E-08	-0.000E+00	-9.624E-08	 0.000E+00	-7.018E-08	 0.000E+00	-3.411E-01	 0.000E+00	-1.696E-03	 0.000E+00	-2.693E-01	 0.000E+00	-3.249E+06	-0.000E+00	-4.213E+06	-0.000E+00	-2.256E+08	-0.000E+00	-2.297E+06	-0.000E+00	-4.213E+06	-0.000E+00	-7.622E+07	-0.000E+00	-3.249E+06	-0.000E+00	-4.213E+06	-0.000E+00	 9.931E+07	-0.000E+00
    2.7900	-1.112E-07	-0.000E+00	-9.774E-08	 0.000E+00	-7.823E-08	 0.000E+00	-3.890E-01	 0.000E+00	-1.715E-03	 0.000E+00	-3.071E-01	 0.000E+00	-3.718E+06	-0.000E+00	-4.257E+06	-0.000E+00	-2.576E+08	-0.000E+00	-2.619E+06	-0.000E+00	-4.257E+06	-0.000E+00	-8.676E+07	-0.000E+00	-3.718E+06	-0.000E+00	-4.257E+06	-0.000E+00	 1.142E+08	-0.000E+00
    2.8000	-1.244E-07	-0.000E+00	-1.017E-07	 0.000E+00	-8.640E-08	 0.000E+00	-4.359E-01	 0.000E+00	-1.762E-03	 0.000E+00	-3.441E-01	 0.000E+00	-4.178E+06	-0.000E+00	-4.367E+06	-0.000E+00	-2.889E+08	-0.000E+00	-2.931E+06	-0.000E+00	-4.367E+06	-0.000E+00	-9.705E+07	-0.000E+00	-4.178E+06	-0.000E+00	-4.367E+06	-0.000E+00	 1.289E+08	-0.000E+00
    2.8100	-1.373E-07	-0.000E+00	-1.048E-07	 0.000E+00	-9.424E-08	 0.000E+00	-4.816E-01	 0.000E+00	-1.799E-03	 0.000E+00	-3.801E-01	 0.000E+00	-4.628E+06	-0.000E+00	-4.455E+06	-0.000E+00	-3.194E+08	-0.000E+00	-3.237E+06	-0.000E+00	-4.455E+06	-0.000E+00	-1.071E+08	-0.000E+00	-4.628E+06	-0.000E+00	-4.455E+06	-0.000E+00	 1.434E+08	-0.000E+00
    2.8200	-1.498E-07	-0.000E+00	-1.045E-07	 0.000E+00	-1.014E-07	 0.000E+00	-5.259E-01	 0.000E+00	-1.798E-03	 0.000E+00	-4.151E-01	 0.000E+00	-5.067E+06	-0.000E+00	-4.452E+06	-0.000E+00	-3.491E+08	-0.000E+00	-3.539E+06	-0.000E+00	-4.452E+06	-0.000E+00	-1.168E+08	-0.000E+00	-5.067E+06	-0.000E+00	-4.452E+06	-0.000E+00	 1.576E+08	-0.000E+00
    2.8300	-1.619E-07	-0.000E+00	-1.011E-07	 0.000E+00	-1.079E-07	 0.000E+00	-5.689E-01	 0.000E+00	-1.760E-03	 0.000E+00	-4.489E-01	 0.000E+00	-5.493E+06	-0.000E+00	-4.363E+06	-0.000E+00	-3.779E+08	-0.000E+00	-3.820E+06	-0.000E+00	-4.363E+06	-0.000E+00	-1.261E+08	-0.000E+00	-5.493E+06	-0.000E+00	-4.363E+06	-0.000E+00	 1.714E+08	-0.000E+00
    2.8400	-1.736E-07	-0.000E+00	-9.712E-08	 0.000E+00	-1.140E-07	 0.000E+00	-6.102E-01	 0.000E+00	-1.716E-03	 0.000E+00	-4.815E-01	 0.000E+00	-5.903E+06	-0.000E+00	-4.259E+06	-0.000E+00	-4.056E+08	-0.000E+00	-4.101E+06	-0.000E+00	-4.259E+06	-0.000E+00	-1.351E+08	-0.000E+00	-5.903E+06	-0.000E+00	-4.259E+06	-0.000E+00	 1.847E+08	-0.000E+00
    2.8500	-1.847E-07	-0.000E+00	-9.565E-08	 0.000E+00	-1.202E-07	 0.000E+00	-6.500E-01	 0.000E+00	-1.701E-03	 0.000E+00	-5.129E-01	 0.000E+00	-6.298E+06	-0.000E+00	-4.224E+06	-0.000E+00	-4.322E+08	-0.000E+00	-4.367E+06	-0.000E+00	-4.224E+06	-0.000E+00	-1.438E+08	-0.000E+00	-6.298E+06	-0.000E+00	-4.224E+06	-0.000E+00	 1.976E+08	-0.000E+00
    2.8600	-1.953E-07	-0.000E+00	-9.764E-08	 0.000E+00	-1.266E-07	 0.000E+00	-6.879E-01	 0.000E+00	-1.726E-03	 0.000E+00	-5.428E-01	 0.000E+00	-6.675E+06	-0.000E+00	-4.283E+06	-0.000E+00	-4.577E+08	-0.000E+00	-4.628E+06	-0.000E+00	-4.283E+06	-0.000E+00	-1.521E+08	-0.000E+00	-6.675E+06	-0.000E+00	-4.283E+06	-0.000E+00	 2.098E+08	-0.000E+00
    2.8700	-2.053E-07	-0.000E+00	-1.013E-07	 0.000E+00	-1.329E-07	 0.000E+00	-7.240E-01	 0.000E+00	-1.770E-03	 0.000E+00	-5.712E-01	 0.000E+00	-7.033E+06	-0.000E+00	-4.387E+06	-0.000E+00	-4.819E+08	-0.000E+00	-4.861E+06	-0.000E+00	-4.387E+06	-0.000E+00	-1.599E+08	-0.000E+00	-7.033E+06	-0.000E+00	-4.387E+06	-0.000E+00	 2.214E+08	-0.000E+00
    2.8800	-2.149E-07	-0.000E+00	-1.036E-07	 0.000E+00	-1.387E-07	 0.000E+00	-7.581E-01	 0.000E+00	-1.798E-03	 0.000E+00	-5.981E-01	 0.000E+00	-7.372E+06	-0.000E+00	-4.454E+06	-0.000E+00	-5.048E+08	-0.000E+00	-5.096E+06	-0.000E+00	-4.454E+06	-0.000E+00	-1.674E+08	-0.000E+00	-7.372E+06	-0.000E+00	-4.454E+06	-0.000E+00	 2.325E+08	-0.000E+00
    2.8900	-2.240E-07	-0.000E+00	-1.025E-07	 0.000E+00	-1.439E-07	 0.000E+00	-7.902E-01	 0.000E+00	-1.789E-03	 0.000E+00	-6.234E-01	 0.000E+00	-7.692E+06	-0.000E+00	-4.431E+06	-0.000E+00	-5.263E+08	-0.000E+00	-5.313E+06	-0.000E+00	-4.431E+06	-0.000E+00	-1.744E+08	-0.000E+00	-7.692E+06	-0.000E+00	-4.431E+06	-0.000E+00	 2.429E+08	-0.000E+00
    2.9000	-2.327E-07	-0.000E+00	-9.900E-08	 0.000E+00	-1.483E-07	 0.000E+00	-8.201E-01	 0.000E+00	-1.750E-03	 0.000E+00	-6.471E-01	 0.000E+00	-7.989E+06	-0.000E+00	-4.339E+06	-0.000E+00	-5.463E+08	-0.000E+00	-5.517E+06	-0.000E+00	-4.339E+06	-0.000E+00	-1.809E+08	-0.000E+00	-7.989E+06	-0.000E+00	-4.339E+06	-0.000E+00	 2.526E+08	-0.000E+00
    2.9100	-2.407E-07	-0.000E+00	-9.564E-08	 0.000E+00	-1.524E-07	 0.000E+00	-8.478E-01	 0.000E+00	-1.713E-03	 0.000E+00	-6.689E-01	 0.000E+00	-8.264E+06	-0.000E+00	-4.252E+06	-0.000E+00	-5.649E+08	-0.000E+00	-5.699E+06	-0.000E+00	-4.252E+06	-0.000E+00	-1.869E+08	-0.000E+00	-8.264E+06	-0.000E+00	-4.252E+06	-0.000E+00	 2.615E+08	-0.000E+00
    2.9200	-2.479E-07	-0.000E+00	-9.500E-08	 0.000E+00	-1.565E-07	 0.000E+00	-8.732E-01	 0.000E+00	-1.707E-03	 0.000E+00	-6.890E-01	 0.000E+00	-8.515E+06	-0.000E+00	-4.239E+06	-0.000E+00	-5.819E+08	-0.000E+00	-5.874E+06	-0.000E+00	-4.239E+06	-0.000E+00	-1.925E+08	-0.000E+00	-8.515E+06	-0.000E+00	-4.239E+06	-0.000E+00	 2.696E+08	-0.000E+00
    2.9300	-2.545E-07	-0.000E+00	-9.739E-08	 0.000E+00	-1.607E-07	 0.000E+00	-8.963E-01	 0.000E+00	-1.736E-03	 0.000E+00	-7.072E-01	 0.000E+00	-8.742E+06	-0.000E+00	-4.308E+06	-0.000E+00	-5.973E+08	-0.000E+00	-6.006E+06	-0.000E+00	-4.308E+06	-0.000E+00	-1.975E+08	-0.000E+00	-8.742E+06	-0.000E+00	-4.308E+06	-0.000E+00	 2.769E+08	-0.000E+00
    2.9400	-2.604E-07	-0.000E+00	-1.007E-07	 0.000E+00	-1.646E-07	 0.000E+00	-9.169E-01	 0.000E+00	-1.777E-03	 0.000E+00	-7.235E-01	 0.000E+00	-8.945E+06	-0.000E+00	-4.402E+06	-0.000E+00	-6.111E+08	-0.000E+00	-6.158E+06	-0.000E+00	-4.402E+06	-0.000E+00	-2.020E+08	-0.000E+00	-8.945E+06	-0.000E+00	-4.402E+06	-0.000E+00	 2.835E+08	-0.000E+00
    2.9500	-2.657E-07	-0.000E+00	-1.023E-07	 0.000E+00	-1.678E-07	 0.000E+00	-9.350E-01	 0.000E+00	-1.796E-03	 0.000E+00	-7.378E-01	 0.000E+00	-9.125E+06	-0.000E+00	-4.448E+06	-0.000E+00	-6.232E+08	-0.000E+00	-6.279E+06	-0.000E+00	-4.448E+06	-0.000E+00	-2.060E+08	-0.000E+00	-9.125E+06	-0.000E+00	-4.448E+06	-0.000E+00	 2.893E+08	-0.000E+00
    2.9600	-2.703E-07	-0.000E+00	-1.008E-07	 0.000E+00	-1.702E-07	 0.000E+00	-9.506E-01	 0.000E+00	-1.779E-03	 0.000E+00	-7.501E-01	 0.000E+00	-9.281E+06	-0.000E+00	-4.409E+06	-0.000E+00	-6.337E+08	-0.000E+00	-6.383E+06	-0.000E+00	-4.409E+06	-0.000E+00	-2.094E+08	-0.000E+00	-9.281E+06	-0.000E+00	-4.409E+06	-0.000E+00	 2.944E+08	-0.000E+00
    2.9700	-2.742E-07	-0.000E+00	-9.735E-08	 0.000E+00	-1.720E-07	 0.000E+00	-9.636E-01	 0.000E+00	-1.741E-03	 0.000E+00	-7.604E-01	 0.000E+00	-9.411E+06	-0.000E+00	-4.319E+06	-0.000E+00	-6.424E+08	-0.000E+00	-6.463E+06	-0.000E+00	-4.319E+06	-0.000E+00	-2.122E+08	-0.000E+00	-9.411E+06	-0.000E+00	-4.319E+06	-0.000E+00	 2.987E+08	-0.000E+00
    2.9800	-2.772E-07	-0.000E+00	-9.474E-08	 0.000E+00	-1.733E-07	 0.000E+00	-9.739E-01	 0.000E+00	-1.712E-03	 0.000E+00	-7.686E-01	 0.000E+00	-9.516E+06	-0.000E+00	-4.249E+06	-0.000E+00	-6.494E+08	-0.000E+00	-6.523E+06	-0.000E+00	-4.249E+06	-0.000E+00	-2.144E+08	-0.000E+00	-9.516E+06	-0.000E+00	-4.249E+06	-0.000E+00	 3.022E+08	-0.000E+00
    2.9900	-2.793E-07	-0.000E+00	-9.489E-08	 0.000E+00	-1.746E-07	 0.000E+00	-9.817E-01	 0.000E+00	-1.714E-03	 0.000E+00	-7.747E-01	 0.000E+00	-9.595E+06	-0.000E+00	-4.255E+06	-0.000E+00	-6.546E+08	-0.000E+00	-6.585E+06	-0.000E+00	-4.255E+06	-0.000E+00	-2.161E+08	-0.000E+00	-9.595E+06	-0.000E+00	-4.255E+06	-0.000E+00	 3.049E+08	-0.000E+00
    3.0000	-2.806E-07	-0.000E+00	-9.759E-08	 0.000E+00	-1.757E-07	 0.000E+00	-9.867E-01	 0.000E+00	-1.746E-03	 0.000E+00	-7.787E-01	 0.000E+00	-9.649E+06	-0.000E+00	-4.330E+06	-0.000E+00	-6.581E+08	-0.000E+00	-6.635E+06	-0.000E+00	-4.330E+06	-0.000E+00	-2.172E+08	-0.000E+00	-9.649E+06	-0.000E+00	-4.330E+06	-0.000E+00	 3.068E+08	-0.000E+00
    3.0100	-2.812E-07	-0.000E+00	-1.006E-07	 0.000E+00	-1.765E-07	 0.000E+00	-9.891E-01	 0.000E+00	-1.781E-03	 0.000E+00	-7.805E-01	 0.000E+00	-9.677E+06	-0.000E+00	-4.413E+06	-0.000E+00	-6.598E+08	-0.000E+00	-6.638E+06	-0.000E+00	-4.413E+06	-0.000E+00	-2.176E+08	-0.000E+00	-9.677E+06	-0.000E+00	-4.413E+06	-0.000E+00	 3.080E+08	-0.000E+00
    3.0200	-2.810E-07	-0.000E+00	-1.016E-07	 0.000E+00	-1.765E-07	 0.000E+00	-9.888E-01	 0.000E+00	-1.792E-03	 0.000E+00	-7.802E-01	 0.000E+00	-9.681E+06	-0.000E+00	-4.438E+06	-0.000E+00	-6.597E+08	-0.000E+00	-6.640E+06	-0.000E+00	-4.438E+06	-0.000E+00	-2.174E+08	-0.000E+00	-9.681E+06	-0.000E+00	-4.438E+06	-0.000E+00	 3.084E+08	-0.000E+00
    3.0300	-2.801E-07	-0.000E+00	-9.973E-08	 0.000E+00	-1.757E-07	 0.000E+00	-9.858E-01	 0.000E+00	-1.770E-03	 0.000E+00	-7.778E-01	 0.000E+00	-9.658E+06	-0.000E+00	-4.388E+06	-0.000E+00	-6.579E+08	-0.000E+00	-6.608E+06	-0.000E+00	-4.388E+06	-0.000E+00	-2.167E+08	-0.000E+00	-9.658E+06	-0.000E+00	-4.388E+06	-0.000E+00	 3.080E+08	-0.000E+00
    3.0400	-2.785E-07	-0.000E+00	-9.666E-08	 0.000E+00	-1.743E-07	 0.000E+00	-9.801E-01	 0.000E+00	-1.734E-03	 0.000E+00	-7.733E-01	 0.000E+00	-9.610E+06	-0.000E+00	-4.303E+06	-0.000E+00	-6.542E+08	-0.000E+00	-6.573E+06	-0.000E+00	-4.303E+06	-0.000E+00	-2.153E+08	-0.000E+00	-9.610E+06	-0.000E+00	-4.303E+06	-0.000E+00	 3.068E+08	-0.000E+00
    3.0500	-2.760E-07	-0.000E+00	-9.483E-08	 0.000E+00	-1.727E-07	 0.000E+00	-9.717E-01	 0.000E+00	-1.713E-03	 0.000E+00	-7.667E-01	 0.000E+00	-9.534E+06	-0.000E+00	-4.251E+06	-0.000E+00	-6.488E+08	-0.000E+00	-6.520E+06	-0.000E+00	-4.251E+06	-0.000E+00	-2.134E+08	-0.000E+00	-9.534E+06	-0.000E+00	-4.251E+06	-0.000E+00	 3.046E+08	-0.000E+00
    3.0600	-2.727E-07	-0.000E+00	-9.570E-08	 0.000E+00	-1.709E-07	 0.000E+00	-9.608E-01	 0.000E+00	-1.722E-03	 0.000E+00	-7.581E-01	 0.000E+00	-9.433E+06	-0.000E+00	-4.273E+06	-0.000E+00	-6.416E+08	-0.000E+00	-6.453E+06	-0.000E+00	-4.273E+06	-0.000E+00	-2.109E+08	-0.000E+00	-9.433E+06	-0.000E+00	-4.273E+06	-0.000E+00	 3.017E+08	-0.000E+00
    3.0700	-2.687E-07	-0.000E+00	-9.858E-08	 0.000E+00	-1.690E-07	 0.000E+00	-9.472E-01	 0.000E+00	-1.754E-03	 0.000E+00	-7.473E-01	 0.000E+00	-9.305E+06	-0.000E+00	-4.349E+06	-0.000E+00	-6.326E+08	-0.000E+00	-6.353E+06	-0.000E+00	-4.349E+06	-0.000E+00	-2.078E+08	-0.000E+00	-9.305E+06	-0.000E+00	-4.349E+06	-0.000E+00	 2.978E+08	-0.000E+00
    3.0800	-2.641E-07	-0.000E+00	-1.012E-07	 0.000E+00	-1.667E-07	 0.000E+00	-9.310E-01	 0.000E+00	-1.783E-03	 0.000E+00	-7.346E-01	 0.000E+00	-9.152E+06	-0.000E+00	-4.418E+06	-0.000E+00	-6.220E+08	-0.000E+00	-6.246E+06	-0.000E+00	-4.418E+06	-0.000E+00	-2.042E+08	-0.000E+00	-9.152E+06	-0.000E+00	-4.418E+06	-0.000E+00	 2.932E+08	-0.000E+00
    3.0900	-2.588E-07	-0.000E+00	-1.016E-07	 0.000E+00	-1.637E-07	 0.000E+00	-9.123E-01	 0.000E+00	-1.786E-03	 0.000E+00	-7.198E-01	 0.000E+00	-8.974E+06	-0.000E+00	-4.426E+06	-0.000E+00	-6.096E+08	-0.000E+00	-6.122E+06	-0.000E+00	-4.426E+06	-0.000E+00	-2.001E+08	-0.000E+00	-8.974E+06	-0.000E+00	-4.426E+06	-0.000E+00	 2.877E+08	-0.000E+00
    3.1000	-2.529E-07	-0.000E+00	-9.963E-08	 0.000E+00	-1.601E-07	 0.000E+00	-8.912E-01	 0.000E+00	-1.762E-03	 0.000E+00	-7.031E-01	 0.000E+00	-8.771E+06	-0.000E+00	-4.368E+06	-0.000E+00	-5.956E+08	-0.000E+00	-5.981E+06	-0.000E+00	-4.368E+06	-0.000E+00	-1.954E+08	-0.000E+00	-8.771E+06	-0.000E+00	-4.368E+06	-0.000E+00	 2.815E+08	-0.000E+00
    3.1100	-2.463E-07	-0.000E+00	-9.697E-08	 0.000E+00	-1.559E-07	 0.000E+00	-8.676E-01	 0.000E+00	-1.729E-03	 0.000E+00	-6.846E-01	 0.000E+00	-8.544E+06	-0.000E+00	-4.291E+06	-0.000E+00	-5.800E+08	-0.000E+00	-5.820E+06	-0.000E+00	-4.291E+06	-0.000E+00	-1.901E+08	-0.000E+00	-8.544E+06	-0.000E+00	-4.291E+06	-0.000E+00	 2.744E+08	-0.000E+00
    3.1200	-2.390E-07	-0.000E+00	-9.587E-08	 0.000E+00	-1.515E-07	 0.000E+00	-8.417E-01	 0.000E+00	-1.715E-03	 0.000E+00	-6.641E-01	 0.000E+00	-8.292E+06	-0.000E+00	-4.257E+06	-0.000E+00	-5.627E+08	-0.000E+00	-5.656E+06	-0.000E+00	-4.257E+06	-0.000E+00	-1.844E+08	-0.000E+00	-8.292E+06	-0.000E+00	-4.257E+06	-0.000E+00	 2.665E+08	-0.000E+00
    3.1300	-2.311E-07	-0.000E+00	-9.728E-08	 0.000E+00	-1.471E-07	 0.000E+00	-8.135E-01	 0.000E+00	-1.729E-03	 0.000E+00	-6.419E-01	 0.000E+00	-8.018E+06	-0.000E+00	-4.291E+06	-0.000E+00	-5.439E+08	-0.000E+00	-5.456E+06	-0.000E+00	-4.291E+06	-0.000E+00	-1.782E+08	-0.000E+00	-8.018E+06	-0.000E+00	-4.291E+06	-0.000E+00	 2.579E+08	-0.000E+00
    3.1400	-2.224E-07	-0.000E+00	-1.002E-07	 0.000E+00	-1.426E-07	 0.000E+00	-7.831E-01	 0.000E+00	-1.761E-03	 0.000E+00	-6.179E-01	 0.000E+00	-7.722E+06	-0.000E+00	-4.365E+06	-0.000E+00	-5.237E+08	-0.000E+00	-5.245E+06	-0.000E+00	-4.365E+06	-0.000E+00	-1.714E+08	-0.000E+00	-7.722E+06	-0.000E+00	-4.365E+06	-0.000E+00	 2.485E+08	-0.000E+00
    3.1500	-2.133E-07	-0.000E+00	-1.023E-07	 0.000E+00	-1.376E-07	 0.000E+00	-7.505E-01	 0.000E+00	-1.784E-03	 0.000E+00	-5.922E-01	 0.000E+00	-7.405E+06	-0.000E+00	-4.419E+06	-0.000E+00	-5.020E+08	-0.000E+00	-5.033E+06	-0.000E+00	-4.419E+06	-0.000E+00	-1.643E+08	-0.000E+00	-7.405E+06	-0.000E+00	-4.419E+06	-0.000E+00	 2.385E+08	-0.000E+00
    3.1600	-2.035E-07	-0.000E+00	-1.022E-07	 0.000E+00	-1.320E-07	 0.000E+00	-7.159E-01	 0.000E+00	-1.781E-03	 0.000E+00	-5.649E-01	 0.000E+00	-7.069E+06	-0.000E+00	-4.412E+06	-0.000E+00	-4.790E+08	-0.000E+00	-4.795E+06	-0.000E+00	-4.412E+06	-0.000E+00	-1.566E+08	-0.000E+00	-7.069E+06	-0.000E+00	-4.412E+06	-0.000E+00	 2.280E+08	-0.000E+00
    3.1700	-1.933E-07	-0.000E+00	-1.001E-07	 0.000E+00	-1.258E-07	 0.000E+00	-6.794E-01	 0.000E+00	-1.754E-03	 0.000E+00	-5.361E-01	 0.000E+00	-6.714E+06	-0.000E+00	-4.350E+06	-0.000E+00	-4.547E+08	-0.000E+00	-4.558E+06	-0.000E+00	-4.350E+06	-0.000E+00	-1.486E+08	-0.000E+00	-6.714E+06	-0.000E+00	-4.350E+06	-0.000E+00	 2.168E+08	-0.000E+00
    3.1800	-1.824E-07	-0.000E+00	-9.788E-08	 0.000E+00	-1.192E-07	 0.000E+00	-6.410E-01	 0.000E+00	-1.726E-03	 0.000E+00	-5.059E-01	 0.000E+00	-6.342E+06	-0.000E+00	-4.284E+06	-0.000E+00	-4.291E+08	-0.000E+00	-4.291E+06	-0.000E+00	-4.284E+06	-0.000E+00	-1.401E+08	-0.000E+00	-6.342E+06	-0.000E+00	-4.284E+06	-0.000E+00	 2.050E+08	-0.000E+00
    3.1900	-1.710E-07	-0.000E+00	-9.738E-08	 0.000E+00	-1.126E-07	 0.000E+00	-6.009E-01	 0.000E+00	-1.719E-03	 0.000E+00	-4.742E-01	 0.000E+00	-5.951E+06	-0.000E+00	-4.266E+06	-0.000E+00	-4.024E+08	-0.000E+00	-4.029E+06	-0.000E+00	-4.266E+06	-0.000E+00	-1.312E+08	-0.000E+00	-5.951E+06	-0.000E+00	-4.266E+06	-0.000E+00	 1.927E+08	-0.000E+00
    3.2000	-1.590E-07	-0.000E+00	-9.912E-08	 0.000E+00	-1.059E-07	 0.000E+00	-5.592E-01	 0.000E+00	-1.737E-03	 0.000E+00	-4.412E-01	 0.000E+00	-5.545E+06	-0.000E+00	-4.308E+06	-0.000E+00	-3.746E+08	-0.000E+00	-3.750E+06	-0.000E+00	-4.308E+06	-0.000E+00	-1.220E+08	-0.000E+00	-5.545E+06	-0.000E+00	-4.308E+06	-0.000E+00	 1.799E+08	-0.000E+00
    3.2100	-1.466E-07	-0.000E+00	-1.018E-07	 0.000E+00	-9.918E-08	 0.000E+00	-5.159E-01	 0.000E+00	-1.766E-03	 0.000E+00	-4.071E-01	 0.000E+00	-5.125E+06	-0.000E+00	-4.377E+06	-0.000E+00	-3.458E+08	-0.000E+00	-3.455E+06	-0.000E+00	-4.377E+06	-0.000E+00	-1.125E+08	-0.000E+00	-5.125E+06	-0.000E+00	-4.377E+06	-0.000E+00	 1.667E+08	-0.000E+00
    3.2200	-1.338E-07	-0.000E+00	-1.034E-07	 0.000E+00	-9.205E-08	 0.000E+00	-4.712E-01	 0.000E+00	-1.783E-03	 0.000E+00	-3.718E-01	 0.000E+00	-4.691E+06	-0.000E+00	-4.417E+06	-0.000E+00	-3.161E+08	-0.000E+00	-3.156E+06	-0.000E+00	-4.417E+06	-0.000E+00	-1.026E+08	-0.000E+00	-4.691E+06	-0.000E+00	-4.417E+06	-0.000E+00	 1.530E+08	-0.000E+00
    3.2300	-1.207E-07	-0.000E+00	-1.028E-07	 0.000E+00	-8.443E-08	 0.000E+00	-4.253E-01	 0.000E+00	-1.774E-03	 0.000E+00	-3.355E-01	 0.000E+00	-4.245E+06	-0.000E+00	-4.397E+06	-0.000E+00	-2.855E+08	-0.000E+00	-2.849E+06	-0.000E+00	-4.397E+06	-0.000E+00	-9.245E+07	-0.000E+00	-4.245E+06	-0.000E+00	-4.397E+06	-0.000E+00	 1.390E+08	-0.000E+00
    3.2400	-1.073E-07	-0.000E+00	-1.006E-07	 0.000E+00	-7.640E-08	 0.000E+00	-3.782E-01	 0.000E+00	-1.748E-03	 0.000E+00	-2.984E-01	 0.000E+00	-3.787E+06	-0.000E+00	-4.335E+06	-0.000E+00	-2.541E+08	-0.000E+00	-2.530E+06	-0.000E+00	-4.335E+06	-0.000E+00	-8.204E+07	-0.000E+00	-3.787E+06	-0.000E+00	-4.335E+06	-0.000E+00	 1.245E+08	-0.000E+00
    3.2500	-9.362E-08	-0.000E+00	-9.872E-08	 0.000E+00	-6.823E-08	 0.000E+00	-3.300E-01	 0.000E+00	-1.725E-03	 0.000E+00	-2.604E-01	 0.000E+00	-3.318E+06	-0.000E+00	-4.280E+06	-0.000E+00	-2.221E+08	-0.000E+00	-2.212E+06	-0.000E+00	-4.280E+06	-0.000E+00	-7.142E+07	-0.000E+00	-3.318E+06	-0.000E+00	-4.280E+06	-0.000E+00	 1.097E+08	-0.000E+00
    3.2600	-7.962E-08	-0.000E+00	-9.867E-08	 0.000E+00	-6.016E-08	 0.000E+00	-2.810E-01	 0.000E+00	-1.723E-03	 0.000E+00	-2.217E-01	 0.000E+00	-2.841E+06	-0.000E+00	-4.276E+06	-0.000E+00	-1.894E+08	-0.000E+00	-1.878E+06	-0.000E+00	-4.276E+06	-0.000E+00	-6.061E+07	-0.000E+00	-2.841E+06	-0.000E+00	-4.276E+06	-0.000E+00	 9.462E+07	-0.000E+00
    3.2700	-6.539E-08	-0.000E+00	-1.005E-07	 0.000E+00	-5.224E-08	 0.000E+00	-2.312E-01	 0.000E+00	-1.744E-03	 0.000E+00	-1.824E-01	 0.000E+00	-2.354E+06	-0.000E+00	-4.325E+06	-0.000E+00	-1.562E+08	-0.000E+00	-1.545E+06	-0.000E+00	-4.325E+06	-0.000E+00	-4.964E+07	-0.000E+00	-2.354E+06	-0.000E+00	-4.325E+06	-0.000E+00	 7.920E+07	-0.000E+00
