
Predictions were generated on 24-Oct-2019 at 16:50:56 using OpenFAST, compiled as a 64-bit application using single precision at commit v2.1.0-184-g4231be2e-dirty
 linked with  NWTC Subroutine Library; ElastoDyn; SubDyn

Description from the FAST input file: MonopileOnly

Time      	TwrBsFxt  	TwrBsFyt  	TwrBsFzt  	TwrBsMxt  	TwrBsMyt  	TwrBsMzt  	PtfmSurge 	PtfmSway  	PtfmHeave 	PtfmRoll  	PtfmPitch 	PtfmYaw   	M1N1FKXe  	M1N1FKYe  	M1N1FKZe  	M1N1MKXe  	M1N1MKYe  	M1N1MKZe  	M2N1FKXe  	M2N1FKYe  	M2N1FKZe  	M2N1MKXe  	M2N1MKYe  	M2N1MKZe  	-ReactFXss	-ReactFYss	-ReactFZss	-ReactMXss	-ReactMYss	-ReactMZss
(s)       	(kN)      	(kN)      	(kN)      	(kN-m)    	(kN-m)    	(kN-m)    	(m)       	(m)       	(m)       	(deg)     	(deg)     	(deg)     	(N)       	(N)       	(N)       	(N*m)     	(N*m)     	(N*m)     	(N)       	(N)       	(N)       	(N*m)     	(N*m)     	(N*m)     	(N)       	(N)       	(N)       	(Nm)      	(Nm)      	(Nm)      
    5.2100	-1.221E-07	-0.000E+00	-1.007E-07	 0.000E+00	-8.489E-08	 0.000E+00	-4.293E-01	 0.000E+00	-1.750E-03	 0.000E+00	-3.388E-01	 0.000E+00	-4.124E+06	-0.000E+00	-4.340E+06	-0.000E+00	-2.847E+08	-0.000E+00	-2.889E+06	-0.000E+00	-4.340E+06	-0.000E+00	-9.547E+07	-0.000E+00	-4.124E+06	-0.000E+00	-4.340E+06	-0.000E+00	 1.277E+08	-0.000E+00
    5.2200	-1.351E-07	-0.000E+00	-1.004E-07	 0.000E+00	-9.233E-08	 0.000E+00	-4.751E-01	 0.000E+00	-1.749E-03	 0.000E+00	-3.749E-01	 0.000E+00	-4.574E+06	-0.000E+00	-4.337E+06	-0.000E+00	-3.153E+08	-0.000E+00	-3.191E+06	-0.000E+00	-4.337E+06	-0.000E+00	-1.055E+08	-0.000E+00	-4.574E+06	-0.000E+00	-4.337E+06	-0.000E+00	 1.421E+08	-0.000E+00
    5.2300	-1.477E-07	-0.000E+00	-1.003E-07	 0.000E+00	-9.959E-08	 0.000E+00	-5.195E-01	 0.000E+00	-1.749E-03	 0.000E+00	-4.100E-01	 0.000E+00	-5.012E+06	-0.000E+00	-4.338E+06	-0.000E+00	-3.450E+08	-0.000E+00	-3.490E+06	-0.000E+00	-4.338E+06	-0.000E+00	-1.152E+08	-0.000E+00	-5.012E+06	-0.000E+00	-4.338E+06	-0.000E+00	 1.561E+08	-0.000E+00
    5.2400	-1.599E-07	-0.000E+00	-1.004E-07	 0.000E+00	-1.066E-07	 0.000E+00	-5.626E-01	 0.000E+00	-1.751E-03	 0.000E+00	-4.439E-01	 0.000E+00	-5.436E+06	-0.000E+00	-4.343E+06	-0.000E+00	-3.738E+08	-0.000E+00	-3.782E+06	-0.000E+00	-4.343E+06	-0.000E+00	-1.247E+08	-0.000E+00	-5.436E+06	-0.000E+00	-4.343E+06	-0.000E+00	 1.698E+08	-0.000E+00
    5.2500	-1.717E-07	-0.000E+00	-1.004E-07	 0.000E+00	-1.134E-07	 0.000E+00	-6.041E-01	 0.000E+00	-1.753E-03	 0.000E+00	-4.767E-01	 0.000E+00	-5.845E+06	-0.000E+00	-4.347E+06	-0.000E+00	-4.016E+08	-0.000E+00	-4.057E+06	-0.000E+00	-4.347E+06	-0.000E+00	-1.338E+08	-0.000E+00	-5.845E+06	-0.000E+00	-4.347E+06	-0.000E+00	 1.829E+08	-0.000E+00
    5.2600	-1.830E-07	-0.000E+00	-1.002E-07	 0.000E+00	-1.199E-07	 0.000E+00	-6.440E-01	 0.000E+00	-1.754E-03	 0.000E+00	-5.082E-01	 0.000E+00	-6.238E+06	-0.000E+00	-4.348E+06	-0.000E+00	-4.282E+08	-0.000E+00	-4.334E+06	-0.000E+00	-4.348E+06	-0.000E+00	-1.425E+08	-0.000E+00	-6.238E+06	-0.000E+00	-4.348E+06	-0.000E+00	 1.956E+08	-0.000E+00
    5.2700	-1.939E-07	-0.000E+00	-9.992E-08	 0.000E+00	-1.261E-07	 0.000E+00	-6.821E-01	 0.000E+00	-1.752E-03	 0.000E+00	-5.382E-01	 0.000E+00	-6.615E+06	-0.000E+00	-4.344E+06	-0.000E+00	-4.537E+08	-0.000E+00	-4.582E+06	-0.000E+00	-4.344E+06	-0.000E+00	-1.508E+08	-0.000E+00	-6.615E+06	-0.000E+00	-4.344E+06	-0.000E+00	 2.078E+08	-0.000E+00
    5.2800	-2.042E-07	-0.000E+00	-9.956E-08	 0.000E+00	-1.320E-07	 0.000E+00	-7.184E-01	 0.000E+00	-1.750E-03	 0.000E+00	-5.669E-01	 0.000E+00	-6.973E+06	-0.000E+00	-4.339E+06	-0.000E+00	-4.780E+08	-0.000E+00	-4.826E+06	-0.000E+00	-4.339E+06	-0.000E+00	-1.588E+08	-0.000E+00	-6.973E+06	-0.000E+00	-4.339E+06	-0.000E+00	 2.193E+08	-0.000E+00
    5.2900	-2.139E-07	-0.000E+00	-9.929E-08	 0.000E+00	-1.376E-07	 0.000E+00	-7.527E-01	 0.000E+00	-1.749E-03	 0.000E+00	-5.940E-01	 0.000E+00	-7.313E+06	-0.000E+00	-4.337E+06	-0.000E+00	-5.010E+08	-0.000E+00	-5.064E+06	-0.000E+00	-4.337E+06	-0.000E+00	-1.663E+08	-0.000E+00	-7.313E+06	-0.000E+00	-4.337E+06	-0.000E+00	 2.303E+08	-0.000E+00
    5.3000	-2.231E-07	-0.000E+00	-9.919E-08	 0.000E+00	-1.428E-07	 0.000E+00	-7.850E-01	 0.000E+00	-1.750E-03	 0.000E+00	-6.194E-01	 0.000E+00	-7.633E+06	-0.000E+00	-4.339E+06	-0.000E+00	-5.226E+08	-0.000E+00	-5.273E+06	-0.000E+00	-4.339E+06	-0.000E+00	-1.733E+08	-0.000E+00	-7.633E+06	-0.000E+00	-4.339E+06	-0.000E+00	 2.407E+08	-0.000E+00
    5.3100	-2.316E-07	-0.000E+00	-9.920E-08	 0.000E+00	-1.478E-07	 0.000E+00	-8.151E-01	 0.000E+00	-1.752E-03	 0.000E+00	-6.432E-01	 0.000E+00	-7.932E+06	-0.000E+00	-4.344E+06	-0.000E+00	-5.428E+08	-0.000E+00	-5.476E+06	-0.000E+00	-4.344E+06	-0.000E+00	-1.799E+08	-0.000E+00	-7.932E+06	-0.000E+00	-4.344E+06	-0.000E+00	 2.504E+08	-0.000E+00
    5.3200	-2.396E-07	-0.000E+00	-9.918E-08	 0.000E+00	-1.523E-07	 0.000E+00	-8.431E-01	 0.000E+00	-1.753E-03	 0.000E+00	-6.653E-01	 0.000E+00	-8.209E+06	-0.000E+00	-4.348E+06	-0.000E+00	-5.615E+08	-0.000E+00	-5.665E+06	-0.000E+00	-4.348E+06	-0.000E+00	-1.860E+08	-0.000E+00	-8.209E+06	-0.000E+00	-4.348E+06	-0.000E+00	 2.594E+08	-0.000E+00
    5.3300	-2.468E-07	-0.000E+00	-9.902E-08	 0.000E+00	-1.565E-07	 0.000E+00	-8.687E-01	 0.000E+00	-1.753E-03	 0.000E+00	-6.855E-01	 0.000E+00	-8.464E+06	-0.000E+00	-4.347E+06	-0.000E+00	-5.787E+08	-0.000E+00	-5.831E+06	-0.000E+00	-4.347E+06	-0.000E+00	-1.916E+08	-0.000E+00	-8.464E+06	-0.000E+00	-4.347E+06	-0.000E+00	 2.677E+08	-0.000E+00
    5.3400	-2.535E-07	-0.000E+00	-9.873E-08	 0.000E+00	-1.602E-07	 0.000E+00	-8.920E-01	 0.000E+00	-1.751E-03	 0.000E+00	-7.039E-01	 0.000E+00	-8.696E+06	-0.000E+00	-4.343E+06	-0.000E+00	-5.943E+08	-0.000E+00	-5.996E+06	-0.000E+00	-4.343E+06	-0.000E+00	-1.967E+08	-0.000E+00	-8.696E+06	-0.000E+00	-4.343E+06	-0.000E+00	 2.753E+08	-0.000E+00
    5.3500	-2.594E-07	-0.000E+00	-9.843E-08	 0.000E+00	-1.636E-07	 0.000E+00	-9.129E-01	 0.000E+00	-1.750E-03	 0.000E+00	-7.203E-01	 0.000E+00	-8.905E+06	-0.000E+00	-4.339E+06	-0.000E+00	-6.084E+08	-0.000E+00	-6.134E+06	-0.000E+00	-4.339E+06	-0.000E+00	-2.012E+08	-0.000E+00	-8.905E+06	-0.000E+00	-4.339E+06	-0.000E+00	 2.821E+08	-0.000E+00
    5.3600	-2.646E-07	-0.000E+00	-9.826E-08	 0.000E+00	-1.666E-07	 0.000E+00	-9.312E-01	 0.000E+00	-1.749E-03	 0.000E+00	-7.348E-01	 0.000E+00	-9.089E+06	-0.000E+00	-4.337E+06	-0.000E+00	-6.207E+08	-0.000E+00	-6.250E+06	-0.000E+00	-4.337E+06	-0.000E+00	-2.051E+08	-0.000E+00	-9.089E+06	-0.000E+00	-4.337E+06	-0.000E+00	 2.882E+08	-0.000E+00
    5.3700	-2.691E-07	-0.000E+00	-9.825E-08	 0.000E+00	-1.692E-07	 0.000E+00	-9.471E-01	 0.000E+00	-1.750E-03	 0.000E+00	-7.473E-01	 0.000E+00	-9.249E+06	-0.000E+00	-4.340E+06	-0.000E+00	-6.314E+08	-0.000E+00	-6.359E+06	-0.000E+00	-4.340E+06	-0.000E+00	-2.086E+08	-0.000E+00	-9.249E+06	-0.000E+00	-4.340E+06	-0.000E+00	 2.935E+08	-0.000E+00
    5.3800	-2.729E-07	-0.000E+00	-9.833E-08	 0.000E+00	-1.714E-07	 0.000E+00	-9.604E-01	 0.000E+00	-1.752E-03	 0.000E+00	-7.578E-01	 0.000E+00	-9.384E+06	-0.000E+00	-4.345E+06	-0.000E+00	-6.404E+08	-0.000E+00	-6.444E+06	-0.000E+00	-4.345E+06	-0.000E+00	-2.114E+08	-0.000E+00	-9.384E+06	-0.000E+00	-4.345E+06	-0.000E+00	 2.980E+08	-0.000E+00
    5.3900	-2.759E-07	-0.000E+00	-9.836E-08	 0.000E+00	-1.731E-07	 0.000E+00	-9.710E-01	 0.000E+00	-1.753E-03	 0.000E+00	-7.662E-01	 0.000E+00	-9.493E+06	-0.000E+00	-4.347E+06	-0.000E+00	-6.476E+08	-0.000E+00	-6.529E+06	-0.000E+00	-4.347E+06	-0.000E+00	-2.138E+08	-0.000E+00	-9.493E+06	-0.000E+00	-4.347E+06	-0.000E+00	 3.017E+08	-0.000E+00
    5.4000	-2.782E-07	-0.000E+00	-9.826E-08	 0.000E+00	-1.744E-07	 0.000E+00	-9.791E-01	 0.000E+00	-1.753E-03	 0.000E+00	-7.726E-01	 0.000E+00	-9.576E+06	-0.000E+00	-4.346E+06	-0.000E+00	-6.530E+08	-0.000E+00	-6.581E+06	-0.000E+00	-4.346E+06	-0.000E+00	-2.155E+08	-0.000E+00	-9.576E+06	-0.000E+00	-4.346E+06	-0.000E+00	 3.046E+08	-0.000E+00
    5.4100	-2.797E-07	-0.000E+00	-9.807E-08	 0.000E+00	-1.753E-07	 0.000E+00	-9.845E-01	 0.000E+00	-1.751E-03	 0.000E+00	-7.768E-01	 0.000E+00	-9.633E+06	-0.000E+00	-4.342E+06	-0.000E+00	-6.567E+08	-0.000E+00	-6.610E+06	-0.000E+00	-4.342E+06	-0.000E+00	-2.166E+08	-0.000E+00	-9.633E+06	-0.000E+00	-4.342E+06	-0.000E+00	 3.066E+08	-0.000E+00
    5.4200	-2.805E-07	-0.000E+00	-9.792E-08	 0.000E+00	-1.757E-07	 0.000E+00	-9.872E-01	 0.000E+00	-1.749E-03	 0.000E+00	-7.789E-01	 0.000E+00	-9.664E+06	-0.000E+00	-4.339E+06	-0.000E+00	-6.586E+08	-0.000E+00	-6.620E+06	-0.000E+00	-4.339E+06	-0.000E+00	-2.171E+08	-0.000E+00	-9.664E+06	-0.000E+00	-4.339E+06	-0.000E+00	 3.078E+08	-0.000E+00
    5.4300	-2.805E-07	-0.000E+00	-9.790E-08	 0.000E+00	-1.757E-07	 0.000E+00	-9.872E-01	 0.000E+00	-1.749E-03	 0.000E+00	-7.790E-01	 0.000E+00	-9.669E+06	-0.000E+00	-4.338E+06	-0.000E+00	-6.587E+08	-0.000E+00	-6.630E+06	-0.000E+00	-4.338E+06	-0.000E+00	-2.170E+08	-0.000E+00	-9.669E+06	-0.000E+00	-4.338E+06	-0.000E+00	 3.082E+08	-0.000E+00
    5.4400	-2.797E-07	-0.000E+00	-9.803E-08	 0.000E+00	-1.752E-07	 0.000E+00	-9.845E-01	 0.000E+00	-1.751E-03	 0.000E+00	-7.769E-01	 0.000E+00	-9.648E+06	-0.000E+00	-4.341E+06	-0.000E+00	-6.571E+08	-0.000E+00	-6.602E+06	-0.000E+00	-4.341E+06	-0.000E+00	-2.164E+08	-0.000E+00	-9.648E+06	-0.000E+00	-4.341E+06	-0.000E+00	 3.077E+08	-0.000E+00
    5.4500	-2.782E-07	-0.000E+00	-9.822E-08	 0.000E+00	-1.744E-07	 0.000E+00	-9.792E-01	 0.000E+00	-1.752E-03	 0.000E+00	-7.727E-01	 0.000E+00	-9.600E+06	-0.000E+00	-4.345E+06	-0.000E+00	-6.536E+08	-0.000E+00	-6.572E+06	-0.000E+00	-4.345E+06	-0.000E+00	-2.152E+08	-0.000E+00	-9.600E+06	-0.000E+00	-4.345E+06	-0.000E+00	 3.064E+08	-0.000E+00
    5.4600	-2.759E-07	-0.000E+00	-9.834E-08	 0.000E+00	-1.731E-07	 0.000E+00	-9.712E-01	 0.000E+00	-1.753E-03	 0.000E+00	-7.664E-01	 0.000E+00	-9.527E+06	-0.000E+00	-4.347E+06	-0.000E+00	-6.484E+08	-0.000E+00	-6.524E+06	-0.000E+00	-4.347E+06	-0.000E+00	-2.133E+08	-0.000E+00	-9.527E+06	-0.000E+00	-4.347E+06	-0.000E+00	 3.043E+08	-0.000E+00
    5.4700	-2.729E-07	-0.000E+00	-9.835E-08	 0.000E+00	-1.714E-07	 0.000E+00	-9.606E-01	 0.000E+00	-1.752E-03	 0.000E+00	-7.580E-01	 0.000E+00	-9.427E+06	-0.000E+00	-4.345E+06	-0.000E+00	-6.414E+08	-0.000E+00	-6.457E+06	-0.000E+00	-4.345E+06	-0.000E+00	-2.110E+08	-0.000E+00	-9.427E+06	-0.000E+00	-4.345E+06	-0.000E+00	 3.013E+08	-0.000E+00
    5.4800	-2.691E-07	-0.000E+00	-9.830E-08	 0.000E+00	-1.692E-07	 0.000E+00	-9.474E-01	 0.000E+00	-1.751E-03	 0.000E+00	-7.475E-01	 0.000E+00	-9.302E+06	-0.000E+00	-4.341E+06	-0.000E+00	-6.327E+08	-0.000E+00	-6.350E+06	-0.000E+00	-4.341E+06	-0.000E+00	-2.080E+08	-0.000E+00	-9.302E+06	-0.000E+00	-4.341E+06	-0.000E+00	 2.975E+08	-0.000E+00
    5.4900	-2.646E-07	-0.000E+00	-9.829E-08	 0.000E+00	-1.666E-07	 0.000E+00	-9.315E-01	 0.000E+00	-1.749E-03	 0.000E+00	-7.351E-01	 0.000E+00	-9.152E+06	-0.000E+00	-4.338E+06	-0.000E+00	-6.222E+08	-0.000E+00	-6.255E+06	-0.000E+00	-4.338E+06	-0.000E+00	-2.045E+08	-0.000E+00	-9.152E+06	-0.000E+00	-4.338E+06	-0.000E+00	 2.929E+08	-0.000E+00
    5.5000	-2.594E-07	-0.000E+00	-9.843E-08	 0.000E+00	-1.636E-07	 0.000E+00	-9.132E-01	 0.000E+00	-1.750E-03	 0.000E+00	-7.206E-01	 0.000E+00	-8.977E+06	-0.000E+00	-4.339E+06	-0.000E+00	-6.101E+08	-0.000E+00	-6.120E+06	-0.000E+00	-4.339E+06	-0.000E+00	-2.003E+08	-0.000E+00	-8.977E+06	-0.000E+00	-4.339E+06	-0.000E+00	 2.876E+08	-0.000E+00
    5.5100	-2.535E-07	-0.000E+00	-9.868E-08	 0.000E+00	-1.603E-07	 0.000E+00	-8.924E-01	 0.000E+00	-1.751E-03	 0.000E+00	-7.042E-01	 0.000E+00	-8.777E+06	-0.000E+00	-4.342E+06	-0.000E+00	-5.963E+08	-0.000E+00	-5.990E+06	-0.000E+00	-4.342E+06	-0.000E+00	-1.957E+08	-0.000E+00	-8.777E+06	-0.000E+00	-4.342E+06	-0.000E+00	 2.814E+08	-0.000E+00
    5.5200	-2.469E-07	-0.000E+00	-9.896E-08	 0.000E+00	-1.565E-07	 0.000E+00	-8.692E-01	 0.000E+00	-1.753E-03	 0.000E+00	-6.858E-01	 0.000E+00	-8.554E+06	-0.000E+00	-4.346E+06	-0.000E+00	-5.809E+08	-0.000E+00	-5.828E+06	-0.000E+00	-4.346E+06	-0.000E+00	-1.905E+08	-0.000E+00	-8.554E+06	-0.000E+00	-4.346E+06	-0.000E+00	 2.745E+08	-0.000E+00
    5.5300	-2.396E-07	-0.000E+00	-9.915E-08	 0.000E+00	-1.523E-07	 0.000E+00	-8.436E-01	 0.000E+00	-1.753E-03	 0.000E+00	-6.656E-01	 0.000E+00	-8.307E+06	-0.000E+00	-4.347E+06	-0.000E+00	-5.639E+08	-0.000E+00	-5.664E+06	-0.000E+00	-4.347E+06	-0.000E+00	-1.849E+08	-0.000E+00	-8.307E+06	-0.000E+00	-4.347E+06	-0.000E+00	 2.668E+08	-0.000E+00
    5.5400	-2.317E-07	-0.000E+00	-9.923E-08	 0.000E+00	-1.478E-07	 0.000E+00	-8.157E-01	 0.000E+00	-1.752E-03	 0.000E+00	-6.436E-01	 0.000E+00	-8.038E+06	-0.000E+00	-4.344E+06	-0.000E+00	-5.453E+08	-0.000E+00	-5.473E+06	-0.000E+00	-4.344E+06	-0.000E+00	-1.787E+08	-0.000E+00	-8.038E+06	-0.000E+00	-4.344E+06	-0.000E+00	 2.584E+08	-0.000E+00
    5.5500	-2.231E-07	-0.000E+00	-9.926E-08	 0.000E+00	-1.429E-07	 0.000E+00	-7.856E-01	 0.000E+00	-1.750E-03	 0.000E+00	-6.199E-01	 0.000E+00	-7.747E+06	-0.000E+00	-4.341E+06	-0.000E+00	-5.253E+08	-0.000E+00	-5.274E+06	-0.000E+00	-4.341E+06	-0.000E+00	-1.720E+08	-0.000E+00	-7.747E+06	-0.000E+00	-4.341E+06	-0.000E+00	 2.493E+08	-0.000E+00
    5.5600	-2.140E-07	-0.000E+00	-9.935E-08	 0.000E+00	-1.376E-07	 0.000E+00	-7.533E-01	 0.000E+00	-1.749E-03	 0.000E+00	-5.944E-01	 0.000E+00	-7.435E+06	-0.000E+00	-4.339E+06	-0.000E+00	-5.039E+08	-0.000E+00	-5.050E+06	-0.000E+00	-4.339E+06	-0.000E+00	-1.649E+08	-0.000E+00	-7.435E+06	-0.000E+00	-4.339E+06	-0.000E+00	 2.396E+08	-0.000E+00
    5.5700	-2.042E-07	-0.000E+00	-9.956E-08	 0.000E+00	-1.320E-07	 0.000E+00	-7.191E-01	 0.000E+00	-1.750E-03	 0.000E+00	-5.674E-01	 0.000E+00	-7.102E+06	-0.000E+00	-4.340E+06	-0.000E+00	-4.811E+08	-0.000E+00	-4.818E+06	-0.000E+00	-4.340E+06	-0.000E+00	-1.573E+08	-0.000E+00	-7.102E+06	-0.000E+00	-4.340E+06	-0.000E+00	 2.291E+08	-0.000E+00
    5.5800	-1.939E-07	-0.000E+00	-9.986E-08	 0.000E+00	-1.261E-07	 0.000E+00	-6.828E-01	 0.000E+00	-1.751E-03	 0.000E+00	-5.388E-01	 0.000E+00	-6.751E+06	-0.000E+00	-4.343E+06	-0.000E+00	-4.570E+08	-0.000E+00	-4.584E+06	-0.000E+00	-4.343E+06	-0.000E+00	-1.493E+08	-0.000E+00	-6.751E+06	-0.000E+00	-4.343E+06	-0.000E+00	 2.181E+08	-0.000E+00
    5.5900	-1.831E-07	-0.000E+00	-1.001E-07	 0.000E+00	-1.200E-07	 0.000E+00	-6.447E-01	 0.000E+00	-1.753E-03	 0.000E+00	-5.087E-01	 0.000E+00	-6.381E+06	-0.000E+00	-4.346E+06	-0.000E+00	-4.317E+08	-0.000E+00	-4.319E+06	-0.000E+00	-4.346E+06	-0.000E+00	-1.409E+08	-0.000E+00	-6.381E+06	-0.000E+00	-4.346E+06	-0.000E+00	 2.065E+08	-0.000E+00
    5.6000	-1.718E-07	-0.000E+00	-1.003E-07	 0.000E+00	-1.135E-07	 0.000E+00	-6.049E-01	 0.000E+00	-1.753E-03	 0.000E+00	-4.773E-01	 0.000E+00	-5.994E+06	-0.000E+00	-4.346E+06	-0.000E+00	-4.052E+08	-0.000E+00	-4.057E+06	-0.000E+00	-4.346E+06	-0.000E+00	-1.321E+08	-0.000E+00	-5.994E+06	-0.000E+00	-4.346E+06	-0.000E+00	 1.943E+08	-0.000E+00
    5.6100	-1.600E-07	-0.000E+00	-1.004E-07	 0.000E+00	-1.067E-07	 0.000E+00	-5.634E-01	 0.000E+00	-1.752E-03	 0.000E+00	-4.446E-01	 0.000E+00	-5.591E+06	-0.000E+00	-4.344E+06	-0.000E+00	-3.775E+08	-0.000E+00	-3.776E+06	-0.000E+00	-4.344E+06	-0.000E+00	-1.229E+08	-0.000E+00	-5.591E+06	-0.000E+00	-4.344E+06	-0.000E+00	 1.815E+08	-0.000E+00
    5.6200	-1.478E-07	-0.000E+00	-1.004E-07	 0.000E+00	-9.967E-08	 0.000E+00	-5.204E-01	 0.000E+00	-1.750E-03	 0.000E+00	-4.106E-01	 0.000E+00	-5.172E+06	-0.000E+00	-4.340E+06	-0.000E+00	-3.489E+08	-0.000E+00	-3.492E+06	-0.000E+00	-4.340E+06	-0.000E+00	-1.134E+08	-0.000E+00	-5.172E+06	-0.000E+00	-4.340E+06	-0.000E+00	 1.683E+08	-0.000E+00
    5.6300	-1.352E-07	-0.000E+00	-1.005E-07	 0.000E+00	-9.242E-08	 0.000E+00	-4.760E-01	 0.000E+00	-1.750E-03	 0.000E+00	-3.756E-01	 0.000E+00	-4.739E+06	-0.000E+00	-4.339E+06	-0.000E+00	-3.193E+08	-0.000E+00	-3.193E+06	-0.000E+00	-4.339E+06	-0.000E+00	-1.036E+08	-0.000E+00	-4.739E+06	-0.000E+00	-4.339E+06	-0.000E+00	 1.546E+08	-0.000E+00
    5.6400	-1.222E-07	-0.000E+00	-1.007E-07	 0.000E+00	-8.497E-08	 0.000E+00	-4.303E-01	 0.000E+00	-1.750E-03	 0.000E+00	-3.395E-01	 0.000E+00	-4.294E+06	-0.000E+00	-4.340E+06	-0.000E+00	-2.888E+08	-0.000E+00	-2.877E+06	-0.000E+00	-4.340E+06	-0.000E+00	-9.353E+07	-0.000E+00	-4.294E+06	-0.000E+00	-4.340E+06	-0.000E+00	 1.405E+08	-0.000E+00
    5.6500	-1.089E-07	-0.000E+00	-1.009E-07	 0.000E+00	-7.733E-08	 0.000E+00	-3.834E-01	 0.000E+00	-1.752E-03	 0.000E+00	-3.025E-01	 0.000E+00	-3.837E+06	-0.000E+00	-4.344E+06	-0.000E+00	-2.576E+08	-0.000E+00	-2.566E+06	-0.000E+00	-4.344E+06	-0.000E+00	-8.321E+07	-0.000E+00	-3.837E+06	-0.000E+00	-4.344E+06	-0.000E+00	 1.261E+08	-0.000E+00
    5.6600	-9.525E-08	-0.000E+00	-1.011E-07	 0.000E+00	-6.952E-08	 0.000E+00	-3.355E-01	 0.000E+00	-1.753E-03	 0.000E+00	-2.647E-01	 0.000E+00	-3.369E+06	-0.000E+00	-4.346E+06	-0.000E+00	-2.257E+08	-0.000E+00	-2.245E+06	-0.000E+00	-4.346E+06	-0.000E+00	-7.265E+07	-0.000E+00	-3.369E+06	-0.000E+00	-4.346E+06	-0.000E+00	 1.112E+08	-0.000E+00
    5.6700	-8.138E-08	-0.000E+00	-1.012E-07	 0.000E+00	-6.154E-08	 0.000E+00	-2.867E-01	 0.000E+00	-1.752E-03	 0.000E+00	-2.262E-01	 0.000E+00	-2.892E+06	-0.000E+00	-4.346E+06	-0.000E+00	-1.931E+08	-0.000E+00	-1.919E+06	-0.000E+00	-4.346E+06	-0.000E+00	-6.189E+07	-0.000E+00	-2.892E+06	-0.000E+00	-4.346E+06	-0.000E+00	 9.612E+07	-0.000E+00
    5.6800	-6.729E-08	-0.000E+00	-1.012E-07	 0.000E+00	-5.343E-08	 0.000E+00	-2.370E-01	 0.000E+00	-1.751E-03	 0.000E+00	-1.870E-01	 0.000E+00	-2.408E+06	-0.000E+00	-4.343E+06	-0.000E+00	-1.600E+08	-0.000E+00	-1.583E+06	-0.000E+00	-4.343E+06	-0.000E+00	-5.097E+07	-0.000E+00	-2.408E+06	-0.000E+00	-4.343E+06	-0.000E+00	 8.074E+07	-0.000E+00
    5.6900	-5.301E-08	-0.000E+00	-1.011E-07	 0.000E+00	-4.520E-08	 0.000E+00	-1.868E-01	 0.000E+00	-1.750E-03	 0.000E+00	-1.474E-01	 0.000E+00	-1.917E+06	-0.000E+00	-4.340E+06	-0.000E+00	-1.265E+08	-0.000E+00	-1.246E+06	-0.000E+00	-4.340E+06	-0.000E+00	-3.991E+07	-0.000E+00	-1.917E+06	-0.000E+00	-4.340E+06	-0.000E+00	 6.514E+07	-0.000E+00
    5.7000	-3.859E-08	-0.000E+00	-1.011E-07	 0.000E+00	-3.690E-08	 0.000E+00	-1.360E-01	 0.000E+00	-1.750E-03	 0.000E+00	-1.073E-01	 0.000E+00	-1.421E+06	-0.000E+00	-4.339E+06	-0.000E+00	-9.269E+07	-0.000E+00	-9.052E+05	-0.000E+00	-4.339E+06	-0.000E+00	-2.874E+07	-0.000E+00	-1.421E+06	-0.000E+00	-4.339E+06	-0.000E+00	 4.937E+07	-0.000E+00
    5.7100	-2.406E-08	-0.000E+00	-1.012E-07	 0.000E+00	-2.855E-08	 0.000E+00	-8.491E-02	 0.000E+00	-1.751E-03	 0.000E+00	-6.698E-02	 0.000E+00	-9.204E+05	-0.000E+00	-4.341E+06	-0.000E+00	-5.859E+07	-0.000E+00	-5.618E+05	-0.000E+00	-4.341E+06	-0.000E+00	-1.749E+07	-0.000E+00	-9.204E+05	-0.000E+00	-4.341E+06	-0.000E+00	 3.346E+07	-0.000E+00
    5.7200	-9.464E-09	-0.000E+00	-1.013E-07	 0.000E+00	-2.016E-08	 0.000E+00	-3.356E-02	 0.000E+00	-1.752E-03	 0.000E+00	-2.646E-02	 0.000E+00	-4.178E+05	-0.000E+00	-4.344E+06	-0.000E+00	-2.433E+07	-0.000E+00	-2.172E+05	-0.000E+00	-4.344E+06	-0.000E+00	-6.192E+06	-0.000E+00	-4.178E+05	-0.000E+00	-4.344E+06	-0.000E+00	 1.746E+07	-0.000E+00
    5.7300	 5.154E-09	-0.000E+00	-1.014E-07	 0.000E+00	-1.175E-08	 0.000E+00	 1.789E-02	 0.000E+00	-1.753E-03	 0.000E+00	 1.413E-02	 0.000E+00	 8.593E+04	-0.000E+00	-4.346E+06	-0.000E+00	 1.000E+07	-0.000E+00	 1.283E+05	-0.000E+00	-4.346E+06	-0.000E+00	 5.121E+06	-0.000E+00	 8.593E+04	-0.000E+00	-4.346E+06	-0.000E+00	 1.408E+06	-0.000E+00
    5.7400	 1.976E-08	-0.000E+00	-1.013E-07	 0.000E+00	-3.337E-09	 0.000E+00	 6.929E-02	 0.000E+00	-1.752E-03	 0.000E+00	 5.469E-02	 0.000E+00	 5.894E+05	-0.000E+00	-4.345E+06	-0.000E+00	 4.430E+07	-0.000E+00	 4.734E+05	-0.000E+00	-4.345E+06	-0.000E+00	 1.642E+07	-0.000E+00	 5.894E+05	-0.000E+00	-4.345E+06	-0.000E+00	-1.464E+07	-0.000E+00
