
Predictions were generated on 04-Jan-2021 at 12:04:18 using OpenFAST, compiled as a 64-bit application using single precision at commit v2.3.0-1158-g4b886d48
 linked with  NWTC Subroutine Library; ElastoDyn; SubDyn

Description from the FAST input file: MonopileOnly

Time	TwrBsFxt	TwrBsFyt	TwrBsFzt	TwrBsMxt	TwrBsMyt	TwrBsMzt	PtfmSurge	PtfmSway	PtfmHeave	PtfmRoll	PtfmPitch	PtfmYaw	IntfFYss	IntfMXss	IntfMYss	IntfMZss	IntfTDXss	IntfTDYss	IntfTDZss	IntfRDXss	IntfRDYss	IntfRDZss	IntfTAXss	IntfTAYss	IntfTAZss	IntfRAXss	IntfRAYss	IntfRAZss	M2N1MKxe	M2N1MKye	M1N1MKxe	M1N1MKye	-ReactFXss	-ReactFYss	-ReactFZss	-ReactMXss	-ReactMYss	-ReactMZss
(s)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(m)	(m)	(m)	(deg)	(deg)	(deg)	(N)	(Nm)	(Nm)	(Nm)	(m)	(m)	(m)	(rad)	(rad)	(rad)	(m/s^2)	(m/s^2)	(m/s^2)	(rad/s^2)	(rad/s^2)	(rad/s^2)	(N*m)	(N*m)	(N*m)	(N*m)	(N)	(N)	(N)	(Nm)	(Nm)	(Nm)
    0.0000	-2.857E-07	-0.000E+00	 3.428E-08	 0.000E+00	-1.788E-07	 0.000E+00	 1.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 7.887E-01	 0.000E+00	-0.000E+00	-0.000E+00	 6.238E+01	-0.000E+00	 1.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.377E-02	 0.000E+00	 2.259E+01	 0.000E+00	-1.471E+01	 0.000E+00	 8.732E+00	 0.000E+00	-0.000E+00	 5.732E+07	-0.000E+00	 2.570E+08	 6.651E+06	-0.000E+00	-3.447E+06	-0.000E+00	-7.525E+07	-0.000E+00
    0.0100	 5.636E-07	-0.000E+00	 1.696E-09	 0.000E+00	 3.298E-07	 0.000E+00	 1.001E+00	 0.000E+00	-7.047E-04	 0.000E+00	 8.096E-01	 0.000E+00	-0.000E+00	-0.000E+00	 2.741E+02	-0.000E+00	 1.001E+00	 0.000E+00	-7.047E-04	 0.000E+00	 1.413E-02	 0.000E+00	-5.287E+01	 0.000E+00	-8.793E+00	 0.000E+00	-2.955E+00	 0.000E+00	-0.000E+00	 7.731E+07	-0.000E+00	 2.511E+08	 7.222E+06	-0.000E+00	-5.111E+06	-0.000E+00	-1.238E+08	-0.000E+00
    0.0200	 9.941E-07	-0.000E+00	-1.174E-07	 0.000E+00	 5.729E-07	 0.000E+00	 9.962E-01	 0.000E+00	-2.247E-03	 0.000E+00	 8.150E-01	 0.000E+00	-0.000E+00	-0.000E+00	 2.677E+02	-0.000E+00	 9.962E-01	 0.000E+00	-2.247E-03	 0.000E+00	 1.422E-02	 0.000E+00	-9.093E+01	 0.000E+00	 4.156E+00	 0.000E+00	-8.959E+00	 0.000E+00	-0.000E+00	 8.649E+07	-0.000E+00	 2.427E+08	 7.787E+06	-0.000E+00	-8.754E+06	-0.000E+00	-1.718E+08	-0.000E+00
    0.0300	 2.392E-09	-0.000E+00	-2.468E-07	 0.000E+00	-4.428E-08	 0.000E+00	 9.832E-01	 0.000E+00	-3.360E-03	 0.000E+00	 7.737E-01	 0.000E+00	-0.000E+00	-0.000E+00	 7.702E+03	-0.000E+00	 9.832E-01	 0.000E+00	-3.360E-03	 0.000E+00	 1.350E-02	 0.000E+00	-2.349E+00	 0.000E+00	 1.351E+01	 0.000E+00	 4.246E+00	 0.000E+00	-0.000E+00	 5.707E+07	-0.000E+00	 2.369E+08	 7.709E+06	-0.000E+00	-1.138E+07	-0.000E+00	-1.652E+08	-0.000E+00
    0.0400	-4.150E-09	-0.000E+00	-2.305E-07	 0.000E+00	-4.476E-08	 0.000E+00	 9.699E-01	 0.000E+00	-3.177E-03	 0.000E+00	 7.557E-01	 0.000E+00	-0.000E+00	-0.000E+00	 1.401E+03	-0.000E+00	 9.699E-01	 0.000E+00	-3.177E-03	 0.000E+00	 1.319E-02	 0.000E+00	-1.519E+00	 0.000E+00	 1.197E+01	 0.000E+00	 3.856E+00	 0.000E+00	-0.000E+00	 5.081E+07	-0.000E+00	 2.240E+08	 8.280E+06	-0.000E+00	-1.095E+07	-0.000E+00	-2.144E+08	-0.000E+00
    0.0500	 7.085E-07	-0.000E+00	-9.351E-08	 0.000E+00	 4.068E-07	 0.000E+00	 9.560E-01	 0.000E+00	-1.874E-03	 0.000E+00	 7.567E-01	 0.000E+00	-0.000E+00	-0.000E+00	-1.375E+04	-0.000E+00	 9.560E-01	 0.000E+00	-1.874E-03	 0.000E+00	 1.321E-02	 0.000E+00	-6.483E+01	 0.000E+00	 1.028E+00	 0.000E+00	-6.345E+00	 0.000E+00	-0.000E+00	 6.335E+07	-0.000E+00	 2.059E+08	 9.337E+06	-0.000E+00	-7.874E+06	-0.000E+00	-3.058E+08	-0.000E+00
    0.0600	 2.937E-07	-0.000E+00	 1.199E-08	 0.000E+00	 1.726E-07	 0.000E+00	 9.359E-01	 0.000E+00	-5.080E-04	 0.000E+00	 7.235E-01	 0.000E+00	-0.000E+00	-0.000E+00	-2.399E+04	-0.000E+00	 9.359E-01	 0.000E+00	-5.080E-04	 0.000E+00	 1.263E-02	 0.000E+00	-2.778E+01	 0.000E+00	-1.044E+01	 0.000E+00	-1.169E+00	 0.000E+00	-0.000E+00	 4.725E+07	-0.000E+00	 1.921E+08	 9.750E+06	-0.000E+00	-4.646E+06	-0.000E+00	-3.435E+08	-0.000E+00
    0.0700	-2.215E-07	-0.000E+00	 2.671E-08	 0.000E+00	-1.353E-07	 0.000E+00	 9.133E-01	 0.000E+00	-1.563E-04	 0.000E+00	 6.852E-01	 0.000E+00	-0.000E+00	-0.000E+00	-1.353E+04	-0.000E+00	 9.133E-01	 0.000E+00	-1.563E-04	 0.000E+00	 1.196E-02	 0.000E+00	 1.833E+01	 0.000E+00	-1.339E+01	 0.000E+00	 5.361E+00	 0.000E+00	-0.000E+00	 2.793E+07	-0.000E+00	 1.793E+08	 9.997E+06	-0.000E+00	-3.816E+06	-0.000E+00	-3.689E+08	-0.000E+00
    0.0800	 2.334E-07	-0.000E+00	-3.765E-08	 0.000E+00	 1.310E-07	 0.000E+00	 8.921E-01	 0.000E+00	-1.070E-03	 0.000E+00	 6.751E-01	 0.000E+00	-0.000E+00	-0.000E+00	 1.790E+04	-0.000E+00	 8.921E-01	 0.000E+00	-1.070E-03	 0.000E+00	 1.178E-02	 0.000E+00	-2.184E+01	 0.000E+00	-5.721E+00	 0.000E+00	-1.240E+00	 0.000E+00	-0.000E+00	 3.434E+07	-0.000E+00	 1.638E+08	 1.065E+07	-0.000E+00	-5.975E+06	-0.000E+00	-4.306E+08	-0.000E+00
    0.0900	 3.764E-07	-0.000E+00	-1.568E-07	 0.000E+00	 2.007E-07	 0.000E+00	 8.688E-01	 0.000E+00	-2.499E-03	 0.000E+00	 6.576E-01	 0.000E+00	-0.000E+00	-0.000E+00	 4.675E+04	-0.000E+00	 8.688E-01	 0.000E+00	-2.499E-03	 0.000E+00	 1.148E-02	 0.000E+00	-3.429E+01	 0.000E+00	 6.275E+00	 0.000E+00	-3.441E+00	 0.000E+00	-0.000E+00	 3.473E+07	-0.000E+00	 1.519E+08	 1.093E+07	-0.000E+00	-9.349E+06	-0.000E+00	-4.634E+08	-0.000E+00
    0.1000	-1.153E-07	-0.000E+00	-2.416E-07	 0.000E+00	-1.082E-07	 0.000E+00	 8.422E-01	 0.000E+00	-3.304E-03	 0.000E+00	 6.226E-01	 0.000E+00	-0.000E+00	-0.000E+00	 4.263E+04	-0.000E+00	 8.422E-01	 0.000E+00	-3.304E-03	 0.000E+00	 1.087E-02	 0.000E+00	 9.638E+00	 0.000E+00	 1.303E+01	 0.000E+00	 3.096E+00	 0.000E+00	-0.000E+00	 1.990E+07	-0.000E+00	 1.461E+08	 1.060E+07	-0.000E+00	-1.125E+07	-0.000E+00	-4.466E+08	-0.000E+00
    0.1100	-5.636E-08	-0.000E+00	-2.015E-07	 0.000E+00	-6.664E-08	 0.000E+00	 8.166E-01	 0.000E+00	-2.864E-03	 0.000E+00	 6.045E-01	 0.000E+00	-0.000E+00	-0.000E+00	-7.304E+03	-0.000E+00	 8.166E-01	 0.000E+00	-2.864E-03	 0.000E+00	 1.055E-02	 0.000E+00	 4.391E+00	 0.000E+00	 9.337E+00	 0.000E+00	 2.214E+00	 0.000E+00	-0.000E+00	 2.027E+07	-0.000E+00	 1.411E+08	 1.032E+07	-0.000E+00	-1.021E+07	-0.000E+00	-4.366E+08	-0.000E+00
    0.1200	 3.139E-07	-0.000E+00	-7.715E-08	 0.000E+00	 1.749E-07	 0.000E+00	 7.912E-01	 0.000E+00	-1.558E-03	 0.000E+00	 5.977E-01	 0.000E+00	-0.000E+00	-0.000E+00	-6.493E+04	-0.000E+00	 7.912E-01	 0.000E+00	-1.558E-03	 0.000E+00	 1.043E-02	 0.000E+00	-2.872E+01	 0.000E+00	-1.631E+00	 0.000E+00	-2.766E+00	 0.000E+00	-0.000E+00	 3.063E+07	-0.000E+00	 1.379E+08	 9.983E+06	-0.000E+00	-7.125E+06	-0.000E+00	-4.240E+08	-0.000E+00
    0.1300	 1.301E-07	-0.000E+00	 1.405E-08	 0.000E+00	 7.675E-08	 0.000E+00	 7.630E-01	 0.000E+00	-4.382E-04	 0.000E+00	 5.762E-01	 0.000E+00	-0.000E+00	-0.000E+00	-7.574E+04	-0.000E+00	 7.630E-01	 0.000E+00	-4.382E-04	 0.000E+00	 1.006E-02	 0.000E+00	-1.256E+01	 0.000E+00	-1.103E+01	 0.000E+00	-7.763E-02	 0.000E+00	-0.000E+00	 2.828E+07	-0.000E+00	 1.399E+08	 9.111E+06	-0.000E+00	-4.481E+06	-0.000E+00	-3.683E+08	-0.000E+00
    0.1400	-4.921E-08	-0.000E+00	 1.321E-08	 0.000E+00	-3.222E-08	 0.000E+00	 7.337E-01	 0.000E+00	-3.820E-04	 0.000E+00	 5.548E-01	 0.000E+00	-0.000E+00	-0.000E+00	-2.109E+04	-0.000E+00	 7.337E-01	 0.000E+00	-3.820E-04	 0.000E+00	 9.684E-03	 0.000E+00	 3.255E+00	 0.000E+00	-1.150E+01	 0.000E+00	 2.610E+00	 0.000E+00	-0.000E+00	 2.652E+07	-0.000E+00	 1.440E+08	 8.060E+06	-0.000E+00	-4.349E+06	-0.000E+00	-2.995E+08	-0.000E+00
    0.1500	 2.440E-07	-0.000E+00	-6.741E-08	 0.000E+00	 1.323E-07	 0.000E+00	 7.045E-01	 0.000E+00	-1.406E-03	 0.000E+00	 5.470E-01	 0.000E+00	-0.000E+00	-0.000E+00	 6.189E+04	-0.000E+00	 7.045E-01	 0.000E+00	-1.406E-03	 0.000E+00	 9.548E-03	 0.000E+00	-2.294E+01	 0.000E+00	-2.900E+00	 0.000E+00	-1.081E+00	 0.000E+00	-0.000E+00	 3.746E+07	-0.000E+00	 1.470E+08	 7.171E+06	-0.000E+00	-6.768E+06	-0.000E+00	-2.459E+08	-0.000E+00
    0.1600	 3.487E-07	-0.000E+00	-1.752E-07	 0.000E+00	 1.791E-07	 0.000E+00	 6.731E-01	 0.000E+00	-2.678E-03	 0.000E+00	 5.331E-01	 0.000E+00	-0.000E+00	-0.000E+00	 1.088E+05	-0.000E+00	 6.731E-01	 0.000E+00	-2.678E-03	 0.000E+00	 9.304E-03	 0.000E+00	-3.235E+01	 0.000E+00	 7.777E+00	 0.000E+00	-2.169E+00	 0.000E+00	-0.000E+00	 4.402E+07	-0.000E+00	 1.509E+08	 6.133E+06	-0.000E+00	-9.771E+06	-0.000E+00	-1.808E+08	-0.000E+00
    0.1700	 1.450E-07	-0.000E+00	-2.259E-07	 0.000E+00	 4.821E-08	 0.000E+00	 6.385E-01	 0.000E+00	-3.188E-03	 0.000E+00	 5.079E-01	 0.000E+00	-0.000E+00	-0.000E+00	 7.011E+04	-0.000E+00	 6.385E-01	 0.000E+00	-3.188E-03	 0.000E+00	 8.865E-03	 0.000E+00	-1.436E+01	 0.000E+00	 1.206E+01	 0.000E+00	 8.943E-01	 0.000E+00	-0.000E+00	 4.202E+07	-0.000E+00	 1.552E+08	 4.936E+06	-0.000E+00	-1.098E+07	-0.000E+00	-1.029E+08	-0.000E+00
    0.1800	 2.136E-07	-0.000E+00	-1.691E-07	 0.000E+00	 9.739E-08	 0.000E+00	 6.024E-01	 0.000E+00	-2.552E-03	 0.000E+00	 4.874E-01	 0.000E+00	-0.000E+00	-0.000E+00	-4.036E+04	-0.000E+00	 6.024E-01	 0.000E+00	-2.552E-03	 0.000E+00	 8.508E-03	 0.000E+00	-2.063E+01	 0.000E+00	 6.723E+00	 0.000E+00	 1.538E-01	 0.000E+00	-0.000E+00	 4.586E+07	-0.000E+00	 1.561E+08	 3.985E+06	-0.000E+00	-9.475E+06	-0.000E+00	-4.614E+07	-0.000E+00
    0.1900	 4.016E-07	-0.000E+00	-5.553E-08	 0.000E+00	 2.272E-07	 0.000E+00	 5.642E-01	 0.000E+00	-1.301E-03	 0.000E+00	 4.671E-01	 0.000E+00	-0.000E+00	-0.000E+00	-1.348E+05	-0.000E+00	 5.642E-01	 0.000E+00	-1.301E-03	 0.000E+00	 8.153E-03	 0.000E+00	-3.752E+01	 0.000E+00	-3.784E+00	 0.000E+00	-2.309E+00	 0.000E+00	-0.000E+00	 5.177E+07	-0.000E+00	 1.533E+08	 3.261E+06	-0.000E+00	-6.520E+06	-0.000E+00	-8.394E+06	-0.000E+00
    0.2000	 2.926E-07	-0.000E+00	 1.619E-08	 0.000E+00	 1.719E-07	 0.000E+00	 5.224E-01	 0.000E+00	-4.371E-04	 0.000E+00	 4.343E-01	 0.000E+00	-0.000E+00	-0.000E+00	-1.251E+05	-0.000E+00	 5.224E-01	 0.000E+00	-4.371E-04	 0.000E+00	 7.579E-03	 0.000E+00	-2.786E+01	 0.000E+00	-1.104E+01	 0.000E+00	-8.427E-01	 0.000E+00	-0.000E+00	 4.864E+07	-0.000E+00	 1.482E+08	 2.562E+06	-0.000E+00	-4.479E+06	-0.000E+00	 2.763E+07	-0.000E+00
    0.2100	 1.818E-07	-0.000E+00	-3.549E-09	 0.000E+00	 1.025E-07	 0.000E+00	 4.778E-01	 0.000E+00	-6.307E-04	 0.000E+00	 3.968E-01	 0.000E+00	-0.000E+00	-0.000E+00	-5.772E+03	-0.000E+00	 4.778E-01	 0.000E+00	-6.307E-04	 0.000E+00	 6.925E-03	 0.000E+00	-1.789E+01	 0.000E+00	-9.413E+00	 0.000E+00	 5.022E-01	 0.000E+00	-0.000E+00	 4.358E+07	-0.000E+00	 1.391E+08	 2.077E+06	-0.000E+00	-4.936E+06	-0.000E+00	 4.619E+07	-0.000E+00
    0.2200	 2.878E-07	-0.000E+00	-9.336E-08	 0.000E+00	 1.540E-07	 0.000E+00	 4.313E-01	 0.000E+00	-1.703E-03	 0.000E+00	 3.614E-01	 0.000E+00	-0.000E+00	-0.000E+00	 1.345E+05	-0.000E+00	 4.313E-01	 0.000E+00	-1.703E-03	 0.000E+00	 6.308E-03	 0.000E+00	-2.710E+01	 0.000E+00	-4.117E-01	 0.000E+00	-1.237E+00	 0.000E+00	-0.000E+00	 4.246E+07	-0.000E+00	 1.250E+08	 1.935E+06	-0.000E+00	-7.468E+06	-0.000E+00	 3.639E+07	-0.000E+00
    0.2300	 2.784E-07	-0.000E+00	-1.873E-07	 0.000E+00	 1.356E-07	 0.000E+00	 3.822E-01	 0.000E+00	-2.787E-03	 0.000E+00	 3.192E-01	 0.000E+00	-0.000E+00	-0.000E+00	 1.830E+05	-0.000E+00	 3.822E-01	 0.000E+00	-2.787E-03	 0.000E+00	 5.571E-03	 0.000E+00	-2.599E+01	 0.000E+00	 8.695E+00	 0.000E+00	-1.506E+00	 0.000E+00	-0.000E+00	 3.706E+07	-0.000E+00	 1.080E+08	 1.917E+06	-0.000E+00	-1.003E+07	-0.000E+00	 1.657E+07	-0.000E+00
    0.2400	 1.086E-07	-0.000E+00	-2.120E-07	 0.000E+00	 3.074E-08	 0.000E+00	 3.305E-01	 0.000E+00	-3.029E-03	 0.000E+00	 2.691E-01	 0.000E+00	-0.000E+00	-0.000E+00	 8.284E+04	-0.000E+00	 3.305E-01	 0.000E+00	-3.029E-03	 0.000E+00	 4.696E-03	 0.000E+00	-1.060E+01	 0.000E+00	 1.072E+01	 0.000E+00	 3.059E-01	 0.000E+00	-0.000E+00	 2.622E+07	-0.000E+00	 8.890E+07	 1.952E+06	-0.000E+00	-1.060E+07	-0.000E+00	-7.279E+06	-0.000E+00
    0.2500	 7.324E-08	-0.000E+00	-1.451E-07	 0.000E+00	 2.041E-08	 0.000E+00	 2.777E-01	 0.000E+00	-2.257E-03	 0.000E+00	 2.205E-01	 0.000E+00	-0.000E+00	-0.000E+00	-1.065E+05	-0.000E+00	 2.777E-01	 0.000E+00	-2.257E-03	 0.000E+00	 3.848E-03	 0.000E+00	-7.161E+00	 0.000E+00	 4.243E+00	 0.000E+00	 2.134E-01	 0.000E+00	-0.000E+00	 1.789E+07	-0.000E+00	 6.728E+07	 2.161E+06	-0.000E+00	-8.777E+06	-0.000E+00	-4.576E+07	-0.000E+00
    0.2600	 9.917E-08	-0.000E+00	-4.380E-08	 0.000E+00	 5.214E-08	 0.000E+00	 2.242E-01	 0.000E+00	-1.106E-03	 0.000E+00	 1.727E-01	 0.000E+00	-0.000E+00	-0.000E+00	-2.296E+05	-0.000E+00	 2.242E-01	 0.000E+00	-1.106E-03	 0.000E+00	 3.014E-03	 0.000E+00	-9.170E+00	 0.000E+00	-5.423E+00	 0.000E+00	-7.357E-01	 0.000E+00	-0.000E+00	 1.097E+07	-0.000E+00	 4.446E+07	 2.448E+06	-0.000E+00	-6.058E+06	-0.000E+00	-9.096E+07	-0.000E+00
    0.2700	-1.405E-08	-0.000E+00	 7.552E-09	 0.000E+00	-7.397E-09	 0.000E+00	 1.698E-01	 0.000E+00	-4.930E-04	 0.000E+00	 1.210E-01	 0.000E+00	-0.000E+00	-0.000E+00	-1.674E+05	-0.000E+00	 1.698E-01	 0.000E+00	-4.930E-04	 0.000E+00	 2.111E-03	 0.000E+00	 1.228E+00	 0.000E+00	-1.057E+01	 0.000E+00	 2.252E-01	 0.000E+00	-0.000E+00	 7.904E+05	-0.000E+00	 2.249E+07	 2.630E+06	-0.000E+00	-4.611E+06	-0.000E+00	-1.277E+08	-0.000E+00
    0.2800	-1.146E-07	-0.000E+00	-2.804E-08	 0.000E+00	-7.212E-08	 0.000E+00	 1.156E-01	 0.000E+00	-8.874E-04	 0.000E+00	 7.049E-02	 0.000E+00	-0.000E+00	-0.000E+00	 4.166E+04	-0.000E+00	 1.156E-01	 0.000E+00	-8.874E-04	 0.000E+00	 1.230E-03	 0.000E+00	 1.050E+01	 0.000E+00	-7.257E+00	 0.000E+00	 1.055E+00	 0.000E+00	-0.000E+00	-8.478E+06	-0.000E+00	 1.793E+06	 2.728E+06	-0.000E+00	-5.542E+06	-0.000E+00	-1.580E+08	-0.000E+00
    0.2900	-8.813E-08	-0.000E+00	-1.191E-07	 0.000E+00	-6.842E-08	 0.000E+00	 6.233E-02	 0.000E+00	-1.953E-03	 0.000E+00	 2.564E-02	 0.000E+00	-0.000E+00	-0.000E+00	 2.322E+05	-0.000E+00	 6.233E-02	 0.000E+00	-1.953E-03	 0.000E+00	 4.474E-04	 0.000E+00	 8.399E+00	 0.000E+00	 1.689E+00	 0.000E+00	 2.410E-01	 0.000E+00	-0.000E+00	-1.341E+07	-0.000E+00	-1.714E+07	 2.748E+06	-0.000E+00	-8.059E+06	-0.000E+00	-1.827E+08	-0.000E+00
    0.3000	-1.004E-07	-0.000E+00	-1.952E-07	 0.000E+00	-8.611E-08	 0.000E+00	 9.913E-03	 0.000E+00	-2.834E-03	 0.000E+00	-1.763E-02	 0.000E+00	-0.000E+00	-0.000E+00	 2.499E+05	-0.000E+00	 9.913E-03	 0.000E+00	-2.834E-03	 0.000E+00	-3.078E-04	 0.000E+00	 9.664E+00	 0.000E+00	 9.087E+00	 0.000E+00	 8.108E-02	 0.000E+00	-0.000E+00	-1.791E+07	-0.000E+00	-3.265E+07	 2.540E+06	-0.000E+00	-1.014E+07	-0.000E+00	-1.894E+08	-0.000E+00
    0.3100	-1.809E-07	-0.000E+00	-1.970E-07	 0.000E+00	-1.344E-07	 0.000E+00	-4.152E-02	 0.000E+00	-2.840E-03	 0.000E+00	-5.993E-02	 0.000E+00	-0.000E+00	-0.000E+00	 6.297E+04	-0.000E+00	-4.152E-02	 0.000E+00	-2.840E-03	 0.000E+00	-1.046E-03	 0.000E+00	 1.693E+01	 0.000E+00	 9.141E+00	 0.000E+00	 9.860E-01	 0.000E+00	-0.000E+00	-2.274E+07	-0.000E+00	-4.414E+07	 2.060E+06	-0.000E+00	-1.015E+07	-0.000E+00	-1.743E+08	-0.000E+00
    0.3200	-1.790E-07	-0.000E+00	-1.228E-07	 0.000E+00	-1.223E-07	 0.000E+00	-9.127E-02	 0.000E+00	-1.988E-03	 0.000E+00	-9.672E-02	 0.000E+00	-0.000E+00	-0.000E+00	-1.954E+05	-0.000E+00	-9.127E-02	 0.000E+00	-1.988E-03	 0.000E+00	-1.688E-03	 0.000E+00	 1.680E+01	 0.000E+00	 1.983E+00	 0.000E+00	 8.959E-01	 0.000E+00	-0.000E+00	-2.399E+07	-0.000E+00	-5.235E+07	 1.402E+06	-0.000E+00	-8.141E+06	-0.000E+00	-1.455E+08	-0.000E+00
    0.3300	-1.242E-07	-0.000E+00	-3.349E-08	 0.000E+00	-7.640E-08	 0.000E+00	-1.394E-01	 0.000E+00	-9.701E-04	 0.000E+00	-1.288E-01	 0.000E+00	-0.000E+00	-0.000E+00	-3.094E+05	-0.000E+00	-1.394E-01	 0.000E+00	-9.701E-04	 0.000E+00	-2.247E-03	 0.000E+00	 1.190E+01	 0.000E+00	-6.563E+00	 0.000E+00	 2.030E-01	 0.000E+00	-0.000E+00	-2.232E+07	-0.000E+00	-5.750E+07	 5.789E+05	-0.000E+00	-5.738E+06	-0.000E+00	-1.037E+08	-0.000E+00
    0.3400	-1.281E-07	-0.000E+00	-1.126E-09	 0.000E+00	-7.440E-08	 0.000E+00	-1.863E-01	 0.000E+00	-5.940E-04	 0.000E+00	-1.596E-01	 0.000E+00	-0.000E+00	-0.000E+00	-1.700E+05	-0.000E+00	-1.863E-01	 0.000E+00	-5.940E-04	 0.000E+00	-2.786E-03	 0.000E+00	 1.218E+01	 0.000E+00	-9.720E+00	 0.000E+00	 3.997E-01	 0.000E+00	-0.000E+00	-2.079E+07	-0.000E+00	-5.964E+07	-4.368E+05	-0.000E+00	-4.850E+06	-0.000E+00	-4.625E+07	-0.000E+00
    0.3500	-1.267E-07	-0.000E+00	-4.869E-08	 0.000E+00	-8.098E-08	 0.000E+00	-2.320E-01	 0.000E+00	-1.140E-03	 0.000E+00	-1.883E-01	 0.000E+00	-0.000E+00	-0.000E+00	 1.145E+05	-0.000E+00	-2.320E-01	 0.000E+00	-1.140E-03	 0.000E+00	-3.287E-03	 0.000E+00	 1.192E+01	 0.000E+00	-5.138E+00	 0.000E+00	 5.794E-01	 0.000E+00	-0.000E+00	-1.828E+07	-0.000E+00	-5.981E+07	-1.559E+06	-0.000E+00	-6.138E+06	-0.000E+00	 1.982E+07	-0.000E+00
    0.3600	-6.002E-08	-0.000E+00	-1.358E-07	 0.000E+00	-5.398E-08	 0.000E+00	-2.765E-01	 0.000E+00	-2.154E-03	 0.000E+00	-2.138E-01	 0.000E+00	-0.000E+00	-0.000E+00	 3.151E+05	-0.000E+00	-2.765E-01	 0.000E+00	-2.154E-03	 0.000E+00	-3.732E-03	 0.000E+00	 5.816E+00	 0.000E+00	 3.378E+00	 0.000E+00	-9.565E-02	 0.000E+00	-0.000E+00	-1.370E+07	-0.000E+00	-5.918E+07	-2.700E+06	-0.000E+00	-8.534E+06	-0.000E+00	 8.737E+07	-0.000E+00
    0.3700	-1.679E-08	-0.000E+00	-1.937E-07	 0.000E+00	-3.684E-08	 0.000E+00	-3.204E-01	 0.000E+00	-2.827E-03	 0.000E+00	-2.397E-01	 0.000E+00	-0.000E+00	-0.000E+00	 2.710E+05	-0.000E+00	-3.204E-01	 0.000E+00	-2.827E-03	 0.000E+00	-4.183E-03	 0.000E+00	 1.797E+00	 0.000E+00	 9.025E+00	 0.000E+00	-4.378E-01	 0.000E+00	-0.000E+00	-9.805E+06	-0.000E+00	-5.824E+07	-3.852E+06	-0.000E+00	-1.012E+07	-0.000E+00	 1.562E+08	-0.000E+00
    0.3800	-2.641E-08	-0.000E+00	-1.777E-07	 0.000E+00	-4.069E-08	 0.000E+00	-3.642E-01	 0.000E+00	-2.635E-03	 0.000E+00	-2.676E-01	 0.000E+00	-0.000E+00	-0.000E+00	 6.195E+03	-0.000E+00	-3.642E-01	 0.000E+00	-2.635E-03	 0.000E+00	-4.670E-03	 0.000E+00	 2.527E+00	 0.000E+00	 7.421E+00	 0.000E+00	-8.820E-02	 0.000E+00	-0.000E+00	-7.900E+06	-0.000E+00	-5.794E+07	-4.964E+06	-0.000E+00	-9.671E+06	-0.000E+00	 2.225E+08	-0.000E+00
    0.3900	-1.162E-08	-0.000E+00	-1.010E-07	 0.000E+00	-2.090E-08	 0.000E+00	-4.077E-01	 0.000E+00	-1.752E-03	 0.000E+00	-2.961E-01	 0.000E+00	-0.000E+00	-0.000E+00	-2.784E+05	-0.000E+00	-4.077E-01	 0.000E+00	-1.752E-03	 0.000E+00	-5.168E-03	 0.000E+00	 1.157E+00	 0.000E+00	 2.995E-03	 0.000E+00	-1.455E-01	 0.000E+00	-0.000E+00	-6.371E+06	-0.000E+00	-5.974E+07	-5.918E+06	-0.000E+00	-7.585E+06	-0.000E+00	 2.767E+08	-0.000E+00
    0.4000	 2.032E-08	-0.000E+00	-2.579E-08	 0.000E+00	 9.225E-09	 0.000E+00	-4.510E-01	 0.000E+00	-8.900E-04	 0.000E+00	-3.257E-01	 0.000E+00	-0.000E+00	-0.000E+00	-3.475E+05	-0.000E+00	-4.510E-01	 0.000E+00	-8.900E-04	 0.000E+00	-5.685E-03	 0.000E+00	-1.670E+00	 0.000E+00	-7.236E+00	 0.000E+00	-5.465E-01	 0.000E+00	-0.000E+00	-5.541E+06	-0.000E+00	-6.446E+07	-6.659E+06	-0.000E+00	-5.549E+06	-0.000E+00	 3.145E+08	-0.000E+00
    0.4100	 6.303E-09	-0.000E+00	-1.188E-08	 0.000E+00	 2.973E-09	 0.000E+00	-4.946E-01	 0.000E+00	-7.287E-04	 0.000E+00	-3.586E-01	 0.000E+00	-0.000E+00	-0.000E+00	-1.324E+05	-0.000E+00	-4.946E-01	 0.000E+00	-7.287E-04	 0.000E+00	-6.258E-03	 0.000E+00	-3.583E-01	 0.000E+00	-8.590E+00	 0.000E+00	-4.543E-01	 0.000E+00	-0.000E+00	-7.166E+06	-0.000E+00	-7.226E+07	-7.192E+06	-0.000E+00	-5.168E+06	-0.000E+00	 3.365E+08	-0.000E+00
    0.4200	-2.693E-08	-0.000E+00	-6.830E-08	 0.000E+00	-2.483E-08	 0.000E+00	-5.381E-01	 0.000E+00	-1.378E-03	 0.000E+00	-3.940E-01	 0.000E+00	-0.000E+00	-0.000E+00	 1.963E+05	-0.000E+00	-5.381E-01	 0.000E+00	-1.378E-03	 0.000E+00	-6.877E-03	 0.000E+00	 2.696E+00	 0.000E+00	-3.140E+00	 0.000E+00	-2.360E-01	 0.000E+00	-0.000E+00	-1.074E+07	-0.000E+00	-8.332E+07	-7.498E+06	-0.000E+00	-6.701E+06	-0.000E+00	 3.413E+08	-0.000E+00
